temperature_fahrenheit  active_dry_yeast_percentage    instant_dry_yeast_percentage   cake_yeast_percentage  fermentation_hours
35  0.126   0.096   0.30    167
35  0.168   0.128   0.40    136
35  0.21    0.16    0.50    115
35  0.252   0.192   0.60    101
35  0.294   0.224   0.70    90
35  0.336   0.256   0.80    82
35  0.42    0.32    1.00    70
35  0.504   0.384   1.20    61
35  0.588   0.448   1.40    54
35  0.672   0.512   1.60    49
35  0.756   0.576   1.80    45
35  0.84    0.64    2.00    42
35  0.924   0.704   2.20    39
35  1.008   0.768   2.40    37
35  1.092   0.832   2.60    35
35  1.176   0.896   2.80    33
35  1.26    0.96    3.00    31
61	0.924   0.704   2.20	4
61	1.008   0.768   2.40	4
61	1.092   0.832   2.60	3
61	1.176   0.896   2.80	3
61	1.26    0.96    3.00	3
62	0.008   0.006   0.02	112
62	0.013   0.01    0.03	83
62	0.021   0.016   0.05	58
62	0.032   0.024   0.075	43
62	0.042   0.032   0.10	35
62	0.053   0.04    0.125	30
62	0.063   0.048   0.15	26
62	0.074   0.056   0.175	23
62	0.084   0.064   0.20	21
62	0.126   0.096   0.30	16
62	0.168   0.128   0.40	13
62	0.21    0.16    0.50	11
62	0.252   0.192   0.60	9
62	0.294   0.224   0.70	8
62	0.336   0.256   0.80	8
62	0.42    0.32    1.00	6
62	0.504   0.384   1.20	6
62	0.588   0.448   1.40	5
62	0.672   0.512   1.60	5
62	0.756   0.576   1.80	4
62	0.84    0.64    2.00	4
62	0.924   0.704   2.20	4
62	1.008   0.768   2.40	3
62	1.092   0.832   2.60	3
62	1.176   0.896   2.80	3
62	1.26    0.96    3.00	3
63	0.008   0.006   0.02	105
63	0.013   0.01    0.03	78
63	0.021   0.016   0.05	54
63	0.032   0.024   0.075	40
63	0.042   0.032   0.10	32
63	0.053   0.04    0.125	28
63	0.063   0.048   0.15	24
63	0.074   0.056   0.175	22
63	0.084   0.064   0.20	20
63	0.126   0.096   0.30	15
63	0.168   0.128   0.40	12
63	0.21    0.16    0.50	10
63	0.252   0.192   0.60	9
63	0.294   0.224   0.70	8
63	0.336   0.256   0.80	7
63	0.42    0.32    1.00	6
63	0.504   0.384   1.20	5
63	0.588   0.448   1.40	5
63	0.672   0.512   1.60	4
63	0.756   0.576   1.80	4
63	0.84    0.64    2.00	4
63	0.924   0.704   2.20	3
63	1.008   0.768   2.40	3
63	1.092   0.832   2.60	3
63	1.176   0.896   2.80	3
63	1.26    0.96    3.00	3
64	0.004   0.003   0.01	162
64	0.008   0.006   0.02	98
64	0.013   0.01    0.03	73
64	0.021   0.016   0.05	50
64	0.032   0.024   0.075	37
64	0.042   0.032   0.10	30
64	0.053   0.04    0.125	26
64	0.063   0.048   0.15	23
64	0.074   0.056   0.175	20
64	0.084   0.064   0.20	18
64	0.126   0.096   0.30	14
64	0.168   0.128   0.40	11
64	0.21    0.16    0.50	9
64	0.252   0.192   0.60	8
64	0.294   0.224   0.70	7
64	0.336   0.256   0.80	7
64	0.42    0.32    1.00	6
64	0.504   0.384   1.20	5
64	0.588   0.448   1.40	4
64	0.672   0.512   1.60	4
64	0.756   0.576   1.80	4
64	0.84    0.64    2.00	3
64	0.924   0.704   2.20	3
64	1.008   0.768   2.40	3
64	1.092   0.832   2.60	3
64	1.176   0.896   2.80	3
64	1.26    0.96    3.00	3
65	0.004   0.003   0.01	152
65	0.008   0.006   0.02	92
65	0.013   0.01    0.03	68
65	0.021   0.016   0.05	47
65	0.032   0.024   0.075	35
65	0.042   0.032   0.10	28
65	0.053   0.04    0.125	24
65	0.063   0.048   0.15	21
65	0.074   0.056   0.175	19
65	0.084   0.064   0.20	17
65	0.126   0.096   0.30	13
65	0.168   0.128   0.40	10
65	0.21    0.16    0.50	9
65	0.252   0.192   0.60	8
65	0.294   0.224   0.70	7
65	0.336   0.256   0.80	6
65	0.42    0.32    1.00	5
65	0.504   0.384   1.20	5
65	0.588   0.448   1.40	4
65	0.672   0.512   1.60	4
65	0.756   0.576   1.80	3
65	0.84    0.64    2.00	3
65	0.924   0.704   2.20	3
65	1.008   0.768   2.40	3
65	1.092   0.832   2.60	3
65	1.176   0.896   2.80	3
65	1.26    0.96    3.00	2
66	0.004   0.003   0.01	142
66	0.008   0.006   0.02	86
66	0.013   0.01    0.03	64
66	0.021   0.016   0.05	44
66	0.032   0.024   0.075	33
66	0.042   0.032   0.10	27
66	0.053   0.04    0.125	23
66	0.063   0.048   0.15	20
66	0.074   0.056   0.175	18
